"","entidad","hogid","iid","year","n002","n009","enroll_child","contba","pobreden","villid","panel","r042","r044a","r044b","r045","yycali","mpcalif","mppob","sex","lang","ageHH","sexHH","edu","eduHH","schyear","m1","m2","age","paths","attrit","D","pov_HH","D_HH","uniqhh","D_assign","maxcut","z","E"
"7999",13,197793,1977934,1999,13,"","si","basal","pobre",13038003,1,"si",6,"primaria",6,736,1.68,1,"Male","Non Indigenous",38,1,600,600,"6th primary","matched (3)","matched (3)",12,"1 1 1",0,1,1,1,1,1,753,-17,1
"8000",13,200579,2005792,1999,14,"","si","basal","pobre",13014018,1,"si",1,"secundaria",6,725,2.52,1,"Female","Non Indigenous",37,0,600,400,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,753,-28,1
"8001",13,558862,5588624,1999,17,"","0","basal","pobre",13030103,1,"si",3,"secundaria",6,704,1.78,1,"Female","Non Indigenous",55,1,800,200,"2nd Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,753,-49,1
"8007",13,137628,1376285,1999,12,"","si","basal","pobre",13031021,1,"si",6,"primaria",6,702,4.15,1,"Female","Non Indigenous",40,1,500,0,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,1,1,1,1,753,-51,1
"8020",13,505614,5056144,1999,18,"","0","basal","pobre",13040033,1,"",NA,"",NA,617,3.06,1,"Male","Non Indigenous",41,1,800,0,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,753,-136,1
"8022",13,199583,1995834,1999,14,"","0","basal","pobre",13027002,1,"no",NA,"",NA,570,3.96,1,"Female","Indigenous",36,1,500,300,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,753,-183,1
"8026",13,284310,2843106,1999,16,"","0","basal","pobre",13084028,1,"si",6,"primaria",6,683,3.8,1,"Female","Non Indigenous",55,1,600,200,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,753,-70,1
"8029",13,284320,2843205,1999,18,"","","basal","pobre",13084028,1,"",NA,"",NA,704.57,1.32,1,"Female","Non Indigenous",60,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,753,-48.4299999999999,1
"8047",13,559619,5596195,1999,14,"","si","basal","pobre",13001043,1,"si",6,"primaria",6,620,4.01,1,"Male","Non Indigenous",35,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,753,-133,1
"8048",13,481970,4819702,1999,15,"","0","basal","pobre",13084032,1,"si",6,"primaria",6,727,2.62,1,"Female","Non Indigenous",64,1,500,0,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-26,1
"8052",13,253133,2531336,1999,14,"","si","basal","pobre",13046084,1,"si",6,"primaria",6,699,3.3,1,"Male","Indigenous",45,1,500,200,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,753,-54,1
"8056",13,559705,5597054,1999,17,"","si","basal","pobre",13030006,1,"si",2,"secundaria",6,782,1.03,1,"Male","Indigenous",47,0,700,300,"1st Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,753,29,0
"8066",13,252615,2526155,1999,13,"","si","basal","pobre",13059034,1,"si",1,"secundaria",6,741,1.63,1,"Male","Non Indigenous",43,1,600,500,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,753,-12,1
"8070",13,481780,4817804,1999,16,"","si","basal","pobre",13084028,1,"si",1,"secundaria",6,701,2.82,1,"Female","Non Indigenous",37,1,600,400,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,753,-52,1
"8071",13,558034,5580343,1999,19,"","","basal","pobre",13006043,1,"",NA,"",NA,771,1.22,1,"Female","Non Indigenous",44,1,600,600,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,753,18,0
"8081",13,138433,1384335,1999,14,"","si","basal","pobre",13042022,1,"9",NA,"",NA,701,2.61,1,"Female","Non Indigenous",57,0,600,200,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,753,-52,1
"8082",13,505702,5057025,1999,13,"","si","basal","pobre",13040033,1,"9",NA,"",NA,702,2.81,1,"Male","Non Indigenous",45,1,500,0,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,753,-51,1
"8083",13,653622,6536224,1999,17,"","","basal","pobre",13018044,1,"",NA,"",NA,762.5,2.47,1,"Male","Indigenous",47,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,0,1,753,9.5,0
"8084",13,558268,5582688,1999,14,"","si","basal","no pobre",13077072,1,"si",1,"secundaria",6,818.83,2.19,1,"Female","Non Indigenous",51,1,500,200,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,753,65.83,0
"8096",13,688360,6883605,1999,15,"","0","basal","pobre",13084061,1,"si",6,"primaria",6,797,2.07,1,"Male","Non Indigenous",50,0,500,0,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,753,44,0
"8108",13,252615,2526153,1999,17,"","0","basal","pobre",13059034,1,"",NA,"",NA,741,1.63,1,"Female","Non Indigenous",43,1,600,500,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,753,-12,1
"8109",13,500809,5008095,1999,15,"","si","basal","pobre",13081005,1,"si",2,"secundaria",6,703,1.4,1,"Male","Non Indigenous",53,1,800,300,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,753,-50,1
"8111",13,481340,4813403,1999,17,"","0","basal","pobre",13084031,1,"no",NA,"",NA,629.5,4.38,1,"Female","Non Indigenous",50,1,800,0,"2nd Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,753,-123.5,1
"8124",13,197801,1978013,1999,15,"","0","basal","pobre",13038003,1,"si",2,"secundaria",6,788.5,2.4,1,"Male","Non Indigenous",31,1,600,100,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,753,35.5,0
"8133",13,559172,5591724,1999,14,"","si","basal","pobre",13015030,1,"si",6,"primaria",6,587,3.14,1,"Male","Non Indigenous",36,1,500,100,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,753,-166,1
"8137",13,558955,5589555,1999,15,"","0","basal","pobre",13030103,1,"si",2,"secundaria",6,776.5,4.1,1,"Male","Indigenous",67,0,700,0,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,753,23.5,0
"8142",13,507722,5077227,1999,12,"","si","basal","pobre",13014018,1,"si",6,"primaria",6,856,2.19,1,"Female","Non Indigenous",49,1,500,200,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,1,1,753,103,0
"8145",13,354011,3540114,1999,15,"","0","basal","pobre",13049038,1,"si",2,"secundaria",6,637,3.33,1,"Male","Non Indigenous",45,1,700,200,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-116,1
"8154",13,559715,5597154,1999,13,"","si","basal","pobre",13030006,1,"si",6,"primaria",6,738,1.57,1,"Male","Indigenous",33,0,500,900,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,753,-15,1
"8155",13,354899,3548994,1999,14,"","0","basal","no pobre",13014019,1,"si",1,"secundaria",6,809,2.34,1,"Male","Non Indigenous",60,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,753,56,0
"8158",13,500847,5008473,1999,16,"","0","basal","pobre",13081005,1,"si",4,"primaria",6,756,2.59,1,"Male","Non Indigenous",47,0,500,0,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,753,3,0
"8161",13,254277,2542774,1999,13,"","si","basal","pobre",13071067,1,"si",6,"primaria",6,746,3.47,1,"Female","Non Indigenous",42,1,500,100,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,753,-7,1
"8180",13,684373,6843733,1999,16,"","0","basal","pobre",13037006,1,"si",1,"secundaria",6,868.5,1.64,1,"Female","Non Indigenous",42,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,753,115.5,0
"8181",13,558914,5589145,1999,17,"","0","basal","pobre",13030103,1,"si",6,"primaria",7,842.5,2.02,1,"Female","Indigenous",77,1,600,100,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,753,89.5,0
"8184",13,137557,1375575,1999,15,"","0","basal","pobre",13031021,1,"si",6,"primaria",6,794,2.89,1,"Female","Non Indigenous",57,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,0,1,753,41,0
"8185",13,557525,5575254,1999,13,"","si","basal","pobre",13058003,1,"si",6,"primaria",6,876,2.13,1,"Male","Indigenous",36,1,600,900,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,0,1,753,123,0
"8187",13,138719,1387194,1999,16,"","0","basal","pobre",13042022,1,"si",6,"primaria",6,505,3.73,1,"Female","Non Indigenous",43,1,600,300,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,753,-248,1
"8188",13,199502,1995023,1999,14,"","si","basal","no pobre",13027002,1,"si",1,"secundaria",6,888,1.36,1,"Female","Indigenous",36,1,500,500,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,753,135,0
"8191",13,197807,1978073,1999,13,"","si","basal","pobre",13038003,1,"si",6,"primaria",6,747,4.22,1,"Female","Non Indigenous",42,1,500,100,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,753,-6,1
"8204",13,481890,4818909,1999,16,"","0","basal","pobre",13084028,1,"si",6,"primaria",6,738.5,3.8,1,"Female","Non Indigenous",60,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,753,-14.5,1
"8211",13,558172,5581726,1999,14,"","si","basal","pobre",13035027,1,"si",3,"primaria",6,807,1.6,1,"Male","Non Indigenous",38,1,600,600,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,753,54,0
"8212",13,350639,3506395,1999,16,"","0","basal","pobre",13068050,1,"si",6,"primaria",6,520,2.94,1,"Female","Non Indigenous",39,1,500,300,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,753,-233,1
"8216",13,354893,3548935,1999,17,"","0","basal","pobre",13014019,1,"",NA,"",NA,762.5,3.22,1,"Female","Non Indigenous",50,1,800,200,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,0,1,753,9.5,0
"8228",13,504207,5042075,1999,15,"","si","basal","pobre",13004014,1,"si",5,"primaria",6,732,3.98,1,"Male","Non Indigenous",44,1,500,200,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-21,1
"8230",13,253116,2531163,1999,15,"","si","basal","pobre",13046084,1,"si",1,"secundaria",6,731.5,4.14,1,"Male","Indigenous",53,0,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,753,-21.5,1
"8232",13,197844,1978443,1999,15,"","si","basal","pobre",13027002,1,"si",6,"primaria",6,713,2.83,1,"Male","Non Indigenous",40,1,700,0,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-40,1
"8235",13,684357,6843573,1999,15,"","si","basal","pobre",13037006,1,"si",2,"secundaria",6,639,3.75,1,"Female","Non Indigenous",38,1,800,300,"2nd Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-114,1
"8238",13,199529,1995294,1999,13,"","si","basal","pobre",13027002,1,"si",1,"secundaria",6,562,4.36,1,"Male","Indigenous",41,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,753,-191,1
"8239",13,295876,2958763,1999,15,"","0","basal","pobre",13057093,1,"no",NA,"",NA,634,3,1,"Male","Non Indigenous",40,1,600,200,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-119,1
"8241",13,252632,2526325,1999,15,"","si","basal","pobre",13059034,1,"si",2,"primaria",99,728,1.95,1,"Male","Non Indigenous",37,1,600,300,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,753,-25,1
"8244",13,254295,2542955,1999,13,"","si","basal","pobre",13071021,1,"si",6,"primaria",5,570,4.24,1,"Female","Non Indigenous",42,1,500,200,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,753,-183,1
"8262",13,350734,3507343,1999,17,"","0","basal","pobre",13068050,1,"si",3,"primaria",6,483,4.47,1,"Male","Indigenous",46,1,600,100,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,753,-270,1
"8263",13,557618,5576187,1999,15,"","0","basal","no pobre",13058003,1,"si",2,"secundaria",5,819,2.4,1,"Female","Indigenous",43,1,700,0,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,753,66,0
"8266",13,250080,2500803,1999,17,"","0","basal","pobre",13026043,1,"si",3,"secundaria",6,514,5.41,1,"Male","Indigenous",42,1,800,400,"2nd Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,753,-239,1
"8273",13,555372,5553725,1999,16,"","0","basal","pobre",13068049,1,"si",9,"",6,776,3.24,1,"Female","Non Indigenous",55,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,753,23,0
"8276",13,391557,3915575,1999,13,"","si","basal","pobre",13024041,1,"si",1,"secundaria",6,659,2.8,1,"Female","Non Indigenous",45,1,600,300,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,753,-94,1
"8288",13,196765,1967656,1999,14,"","si","basal","pobre",13027002,1,"si",1,"secundaria",6,765,2.44,1,"Male","Indigenous",50,1,500,300,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,0,1,753,12,0
"8298",13,253133,2531335,1999,17,"","0","basal","pobre",13046084,1,"si",3,"secundaria",6,699,3.3,1,"Female","Indigenous",45,1,600,200,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,753,-54,1
"8306",13,250105,2501054,1999,14,"","si","basal","pobre",13026043,1,"si",6,"primaria",6,707,2.35,1,"Male","Non Indigenous",47,1,600,300,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,753,-46,1
"8313",13,559115,5591157,1999,16,"","si","basal","pobre",13015010,1,"si",2,"secundaria",6,665,1.47,1,"Male","Non Indigenous",61,1,700,0,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-88,1
"8315",13,250363,2503634,1999,13,"","si","basal","pobre",13026043,1,"si",6,"primaria",6,716,2.87,1,"Female","Non Indigenous",54,1,600,300,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,753,-37,1
"8327",13,253139,2531393,1999,14,"","si","basal","pobre",13046084,1,"si",1,"secundaria",6,774,2.35,1,"Male","Indigenous",54,1,700,0,"1st Secondary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,753,21,0
"8332",13,555228,5552285,1999,15,"","si","basal","no pobre",13015046,1,"si",1,"secundaria",6,788.5,2.85,1,"Male","Non Indigenous",56,1,700,0,"1st Secondary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,1,1,753,35.5,0
"8341",13,250401,2504015,1999,13,"","si","basal","pobre",13026043,1,"si",6,"primaria",6,715,2.88,1,"Male","Non Indigenous",46,1,600,300,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,753,-38,1
"8342",13,252366,2523666,1999,13,"","si","basal","pobre",13043004,1,"",NA,"",NA,711,1.99,1,"Female","Indigenous",46,1,600,400,"6th primary","using only (2)","matched (3)",13,"1 . 1",1,1,1,NA,1,1,753,-42,1
"8356",13,558601,5586015,1999,17,"","0","basal","pobre",13016074,1,"si",6,"primaria",6,774,2.51,1,"Female","Non Indigenous",60,1,600,0,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,753,21,0
"8359",13,558877,5588774,1999,15,"","0","basal","pobre",13030103,1,"si",3,"secundaria",6,867,0.61,0,"Male","Non Indigenous",46,1,800,300,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,753,114,0
"8365",13,296047,2960475,1999,14,"","si","basal","pobre",13057004,1,"si",6,"primaria",6,546,1.73,1,"Male","Non Indigenous",60,1,500,600,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,753,-207,1
"8386",13,196710,1967104,1999,18,"","0","basal","pobre",13027018,1,"",NA,"",NA,720,3.52,1,"Male","Non Indigenous",52,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,753,-33,1
"8389",13,250401,2504014,1999,16,"","si","basal","pobre",13026043,1,"si",1,"secundaria",6,715,2.88,1,"Male","Non Indigenous",46,1,700,300,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,753,-38,1
"8390",13,250851,2508514,1999,14,"","si","basal","pobre",13006036,1,"si",6,"primaria",6,802.5,2.13,1,"Female","Indigenous",36,1,600,200,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,0,1,753,49.5,0
"8391",13,507568,5075685,1999,15,"","si","basal","pobre",13014018,1,"si",2,"secundaria",6,724,2.9,1,"Male","Non Indigenous",54,1,600,100,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-29,1
"8404",13,138433,1384332,1999,16,"","0","basal","pobre",13042022,1,"9",NA,"",NA,701,2.61,1,"Male","Non Indigenous",57,0,800,200,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,753,-52,1
"8407",13,252615,2526154,1999,15,"","0","basal","pobre",13059034,1,"si",2,"secundaria",6,741,1.63,1,"Male","Non Indigenous",43,1,700,500,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,753,-12,1
"8412",13,559282,5592824,1999,20,"","","basal","pobre",13059055,1,"",NA,"",NA,721.5,2.98,1,"","Non Indigenous",50,NA,600,100,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,753,-31.5,1
"8413",13,507579,5075794,1999,16,"","0","basal","pobre",13014018,1,"si",6,"primaria",7,724,3.31,1,"Male","Non Indigenous",40,1,600,200,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,753,-29,1
"8427",13,249655,2496555,1999,15,"","si","basal","pobre",13006036,1,"no",NA,"",NA,820,3.12,1,"Female","Indigenous",60,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,753,67,0
"8430",13,252375,2523756,1999,16,"","0","basal","no pobre",13043004,1,"si",3,"secundaria",5,784,1.83,1,"Female","Indigenous",48,1,800,200,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,753,31,0
"8440",13,481890,4818908,1999,18,"","0","basal","pobre",13084028,1,"",NA,"",NA,738.5,3.8,1,"Female","Non Indigenous",60,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,753,-14.5,1
"8442",13,252612,2526124,1999,17,"","si","basal","no pobre",13059034,1,"",NA,"",NA,891,1.75,1,"Female","Non Indigenous",49,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,753,138,0
"8444",13,559289,5592894,1999,16,"","0","basal","pobre",13059055,1,"si",6,"primaria",6,507,3.21,1,"Male","Non Indigenous",42,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,753,-246,1
"8445",13,557627,5576273,1999,17,"","si","basal","pobre",13058003,1,"si",6,"primaria",6,711,3.7,1,"Male","Non Indigenous",35,1,500,400,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,753,-42,1
"8456",13,653616,6536167,1999,13,"","0","basal","pobre",13018044,1,"si",5,"primaria",6,766,2.86,1,"Female","Indigenous",62,1,500,100,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,0,0,0,1,753,13,0
"8458",13,653616,6536165,1999,16,"","0","basal","pobre",13018044,1,"si",3,"secundaria",6,766,2.86,1,"Female","Indigenous",62,1,600,100,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,753,13,0
"8475",13,559571,5595716,1999,14,"","si","basal","pobre",13059024,1,"si",6,"primaria",6,739,2.48,1,"Male","Non Indigenous",70,1,500,0,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,753,-14,1
"8489",13,557509,5575095,1999,14,"","si","basal","pobre",13058003,1,"si",1,"secundaria",6,741,2.65,1,"Male","Indigenous",39,1,600,900,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,753,-12,1
"8491",13,249673,2496734,1999,13,"","si","basal","no pobre",13006036,1,"si",4,"primaria",6,937,1.49,1,"Male","Indigenous",42,1,600,300,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,1,1,753,184,0
"8492",13,199519,1995196,1999,14,"","0","basal","pobre",13027002,1,"si",6,"primaria",6,521,3.6,1,"Male","Indigenous",39,1,600,300,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-232,1
"8505",13,196313,1963134,1999,18,"","0","basal","pobre",13053162,1,"",NA,"",NA,679,4.07,1,"Male","Non Indigenous",46,1,800,0,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,753,-74,1
"8506",13,558500,5585004,1999,18,"","0","basal","pobre",13077057,1,"",NA,"",NA,704,2.69,1,"Female","Non Indigenous",49,0,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,753,-49,1
"8521",13,559224,5592249,1999,16,"","si","basal","pobre",13059022,1,"si",6,"primaria",6,745.6,2,1,"Female","Non Indigenous",41,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,753,-7.39999999999998,1
"8531",13,559524,5595243,1999,18,"","0","basal","pobre",13059024,1,"",NA,"",NA,859.5,2.6,1,"Male","Non Indigenous",47,1,600,400,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,753,106.5,0
"8533",13,199647,1996475,1999,14,"","si","basal","pobre",13027002,1,"si",6,"primaria",6,713.5,4.42,1,"Female","Indigenous",40,1,500,300,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,753,-39.5,1
"8534",13,558173,5581733,1999,14,"","0","basal","pobre",13035027,1,"si",6,"primaria",6,801,1.96,1,"Female","Non Indigenous",34,1,500,200,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,753,48,0
"8536",13,254262,2542627,1999,17,"","0","basal","no pobre",13071021,1,"si",2,"secundaria",6,777,1.84,1,"Male","Non Indigenous",72,1,700,0,"1st Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,753,24,0
"8539",13,503360,5033607,1999,16,"","si","basal","pobre",13014018,1,"si",3,"secundaria",6,846,1.18,1,"Female","Non Indigenous",56,1,500,0,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,753,93,0
"8542",13,558904,5589043,1999,17,"","0","basal","pobre",13030103,1,"",NA,"",NA,738,1.85,1,"Female","Indigenous",32,1,600,600,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,753,-15,1
"8546",13,138475,1384756,1999,13,"","si","basal","pobre",13042022,1,"si",2,"secundaria",6,559,3.34,1,"Female","Non Indigenous",45,1,600,300,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,753,-194,1
"8553",13,558691,5586916,1999,16,"","0","basal","pobre",13016018,1,"si",6,"primaria",6,782.33,1.42,1,"Female","Non Indigenous",48,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,753,29.33,0
"8560",13,199513,1995136,1999,16,"","0","basal","pobre",13027002,1,"si",6,"primaria",6,717.25,4.21,1,"Male","Indigenous",54,1,600,0,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,753,-35.75,1
